"","Z.sim","Estimator.type","Z.est"
"196",0.687273827374702,"cross sectional",0.645376133237247
"206",0.819061379547932,"cross sectional",0.675886282237813
"216",0.751498622383751,"cross sectional",0.756245032271309
"87",0.749416321914575,"survival analysis",0.760951429350226
"97",0.974058914555591,"survival analysis",0.938324292777736
"107",0.934660459307121,"survival analysis",0.907216136751381
"117",0.679760390361988,"survival analysis",0.705952633757012
"127",0.783126928706868,"survival analysis",0.787568585003264
"137",0.878603985378382,"survival analysis",0.862955174582559
"147",0.710749175915145,"survival analysis",0.730420699065037
"157",0.838371406724118,"survival analysis",0.831188413012178
"167",0.722630626654853,"survival analysis",0.739802031939621
"177",0.690912701961303,"survival analysis",0.714758254360614
"187",0.826883429415939,"survival analysis",0.822117758127964
"197",0.687273827374702,"survival analysis",0.71188507880877
"207",0.819061379547932,"survival analysis",0.815941639135345
"217",0.751498622383751,"survival analysis",0.762595568123698
"88",0.747404481890393,"cross sectional",0.951572079852187
"98",0.773018389476258,"cross sectional",0.836465044835072
"108",0.888356595018697,"cross sectional",1.07496106956736
"118",0.871646660463308,"cross sectional",0.975819354648901
"128",0.756193324481302,"cross sectional",0.822539885496205
"138",0.786392414487425,"cross sectional",0.731309592909594
"148",0.961115306812865,"cross sectional",0.67593689459236
"158",0.971807929581422,"cross sectional",0.624793586644671
"168",0.842180108567939,"cross sectional",1.01858816335551
"178",0.742749832038014,"cross sectional",0.856830998206846
"188",0.904403895853646,"cross sectional",0.925851224360242
"198",1.00106898464178,"cross sectional",0.884220286528462
"208",0.739388875295018,"cross sectional",0.98338291186149
"218",0.808602532594899,"cross sectional",0.861876263261652
"89",0.747404481890393,"survival analysis",0.743026526505755
"99",0.773018389476258,"survival analysis",0.768429961889933
"109",0.888356595018697,"survival analysis",0.882820421135652
"119",0.871646660463308,"survival analysis",0.866247793888963
"129",0.756193324481302,"survival analysis",0.751743150242738
"139",0.786392414487425,"survival analysis",0.781694091115771
"149",0.961115306812865,"survival analysis",0.954981266859919
"159",0.971807929581422,"survival analysis",0.965586027210438
"169",0.842180108567939,"survival analysis",0.837023371783152
"179",0.742749832038014,"survival analysis",0.738410124406055
"189",0.904403895853646,"survival analysis",0.898735859593628
"199",1.00106898464178,"survival analysis",0.994606641070583
"209",0.739388875295018,"survival analysis",0.735076785001925
"219",0.808602532594899,"survival analysis",0.803721706321565
