"","Z.sim","Estimator.type","Z.est"
"1525",0.94574103230291,"survival analysis",0.956611408888408
"826",1.22646081569787,"cross sectional",0.9666817229235
"926",0.960359565351491,"cross sectional",1.04488922849894
"1026",0.863213316557094,"cross sectional",0.964065678418049
"1126",1.17290127486707,"cross sectional",0.893162816222048
"1226",0.952034110295947,"cross sectional",1.0238600043301
"1326",0.819183639013598,"cross sectional",1.01803832226748
"1426",1.19140707547545,"cross sectional",0.966699408549465
"1526",0.899607993915819,"cross sectional",0.939722560737346
"827",1.22646081569787,"survival analysis",1.16567204775229
"927",0.960359565351491,"survival analysis",0.978711961297792
"1027",0.863213316557094,"survival analysis",0.910457975081312
"1127",1.17290127486707,"survival analysis",1.12804164815381
"1227",0.952034110295947,"survival analysis",0.972862579549562
"1327",0.819183639013598,"survival analysis",0.87952316245123
"1427",1.19140707547545,"survival analysis",1.14104363922731
"1527",0.899607993915819,"survival analysis",0.936028512674102
"828",0.714370685184714,"cross sectional",0.851860758830296
"928",0.817713703976473,"cross sectional",0.946807497970952
"1028",0.739014784566461,"cross sectional",0.948573093397881
"1128",0.668455827084757,"cross sectional",0.895756571954959
"1228",0.911004221159769,"cross sectional",0.782497981466616
"1328",0.702195955532377,"cross sectional",0.741454010221177
"1428",0.957797319481141,"cross sectional",0.696111049928449
"1528",0.671181929112612,"cross sectional",0.753772592446813
"829",0.714370685184714,"survival analysis",0.710324701928044
"929",0.817713703976473,"survival analysis",0.815333110530055
"1029",0.739014784566461,"survival analysis",0.735365945040185
"1129",0.668455827084757,"survival analysis",0.663669918309045
"1229",0.911004221159769,"survival analysis",0.910127019800467
"1329",0.702195955532377,"survival analysis",0.697953774497253
"1429",0.957797319481141,"survival analysis",0.957674196627051
"1529",0.671181929112612,"survival analysis",0.666439951921172
"830",0.876664208675222,"cross sectional",0.929206991574892
"930",0.764061741756111,"cross sectional",0.903693792962493
"1030",0.749765585954544,"cross sectional",0.799555272646874
"1130",0.77171581779381,"cross sectional",0.790116111620929
"1230",1.07913434043957,"cross sectional",0.762910197863318
"1330",1.085287049431,"cross sectional",0.809451637789221
"1430",0.943770020177177,"cross sectional",0.80153700586781
"1530",0.772767890719562,"cross sectional",0.932220325938071
"831",0.876664208675222,"survival analysis",0.867427526800642
"931",0.764061741756111,"survival analysis",0.752378324817822
"1031",0.749765585954544,"survival analysis",0.737771528347067
"1131",0.77171581779381,"survival analysis",0.760198716005927
"1231",1.07913434043957,"survival analysis",1.07429712497364
"1331",1.085287049431,"survival analysis",1.08058352596346
"1431",0.943770020177177,"survival analysis",0.935991478132681
"1531",0.772767890719562,"survival analysis",0.76127364938747
"832",1.02841567405202,"cross sectional",0.780926126882461
"932",0.718115080367636,"cross sectional",0.935563819125484
"1032",0.907151596908474,"cross sectional",0.877100467724499
"1132",0.905564804329961,"cross sectional",0.79468971946432
"1232",0.863839439906387,"cross sectional",0.797165945107744
"1332",0.743058519828228,"cross sectional",0.805641238643002
"1432",0.823853657635556,"cross sectional",0.72486870457336
"1532",0.914757491600461,"cross sectional",0.986389130381617
"833",1.02841567405202,"survival analysis",1.01073350268452
"933",0.718115080367636,"survival analysis",0.69744605082144
"1033",0.907151596908474,"survival analysis",0.888302174791315
"1133",0.905564804329961,"survival analysis",0.886700108234964
"1233",0.863839439906387,"survival analysis",0.844573108273062
"1333",0.743058519828228,"survival analysis",0.72262958816671
"1433",0.823853657635556,"survival analysis",0.804202435147241
"1533",0.914757491600461,"survival analysis",0.895981281488788
"834",0.853782444973002,"cross sectional",0.72574676149092
"934",0.96393404470294,"cross sectional",0.696788752939929
"1034",0.893702197573357,"cross sectional",0.736330789050685
"1134",0.980491079502987,"cross sectional",0.812620584732561
"1234",0.759440961943071,"cross sectional",0.816993907482429
"1334",0.975282979920748,"cross sectional",0.889525491027448
"1434",0.752135241286384,"cross sectional",0.995400163018604
"1534",0.743053006598095,"cross sectional",0.930651753221769
"835",0.853782444973002,"survival analysis",0.847999778622266
"935",0.96393404470294,"survival analysis",0.94678396358285
"1035",0.893702197573357,"survival analysis",0.883799896224938
"1135",0.980491079502987,"survival analysis",0.961632347011657
"1235",0.759440961943071,"survival analysis",0.763394139376597
"1335",0.975282979920748,"survival analysis",0.956961712416369
"1435",0.752135241286384,"survival analysis",0.756842353815698
"1535",0.743053006598095,"survival analysis",0.748697386756635
"836",0.719723465935246,"cross sectional",0.676278759807193
"936",0.772106330175621,"cross sectional",0.740860977100527
"1036",0.645603544401104,"cross sectional",0.800533964392074
"1136",0.810705453735847,"cross sectional",0.686005647060437
"1236",0.662595567837893,"cross sectional",0.73269088217953
"1336",0.912196055134207,"cross sectional",0.645816810224894
"1436",0.695445272135142,"cross sectional",0.668248589197069
"1536",0.814007107486542,"cross sectional",0.682044778194494
"837",0.719723465935246,"survival analysis",0.73081833989215
"937",0.772106330175621,"survival analysis",0.77286451770888
"1037",0.645603544401104,"survival analysis",0.67132446826486
"1137",0.810705453735847,"survival analysis",0.803846894032095
"1237",0.662595567837893,"survival analysis",0.684963463559406
"1337",0.912196055134207,"survival analysis",0.885310401898723
"1437",0.695445272135142,"survival analysis",0.711330950869207
"1537",0.814007107486542,"survival analysis",0.806497033972019
"838",0.848190809466319,"cross sectional",0.805311439074735
"938",0.861760283071767,"cross sectional",0.856644551280807
"1038",1.00888863505181,"cross sectional",0.90203586165035
"1138",0.832879557346344,"cross sectional",0.808839203670918
"1238",0.986788425837532,"cross sectional",0.869831319426316
"1338",1.07259425277885,"cross sectional",0.885834417747193
"1438",0.772411791374327,"cross sectional",0.896194275957356
"1538",0.778388371625752,"cross sectional",0.874773509249969
"839",0.848190809466319,"survival analysis",0.873572988882133
"939",0.861760283071767,"survival analysis",0.887112602031797
"1039",1.00888863505181,"survival analysis",1.03391718908354
"1139",0.832879557346344,"survival analysis",0.858295430107989
"1239",0.986788425837532,"survival analysis",1.01186561272999
"1339",1.07259425277885,"survival analysis",1.09748261870626
"1439",0.772411791374327,"survival analysis",0.797960727149666
"1539",0.778388371625752,"survival analysis",0.80392415557107
"840",0.95017370349234,"cross sectional",1.05708830464319
"940",0.86018554077936,"cross sectional",0.917762854521313
"1040",1.19823039022579,"cross sectional",1.15728389874384
"1140",1.20385742297169,"cross sectional",0.996915810630092
"1240",1.02895283628848,"cross sectional",0.941400835184649
"1340",0.855540941952948,"cross sectional",1.16840150473358
"1440",0.87881219188752,"cross sectional",0.940316334108503
"1540",1.10523129846844,"cross sectional",0.960613151268537
"841",0.95017370349234,"survival analysis",0.93974845367309
"941",0.86018554077936,"survival analysis",0.84753913841952
"1041",1.19823039022579,"survival analysis",1.1939278539206
"1141",1.20385742297169,"survival analysis",1.19969377713501
"1241",1.02895283628848,"survival analysis",1.02047206967325
"1341",0.855540941952948,"survival analysis",0.842779898265046
"1441",0.87881219188752,"survival analysis",0.866625545924347
"1541",1.10523129846844,"survival analysis",1.0986332917069
"842",0.797015588875715,"cross sectional",0.81492426345144
"942",0.846143459094314,"cross sectional",0.904288925066433
"1042",0.93783260156482,"cross sectional",0.819918210610089
"1142",0.731854014368697,"cross sectional",1.04458974028526
"1242",0.709485225214413,"cross sectional",0.814014212826202
"1342",0.670467102063246,"cross sectional",0.677783071334701
"1442",0.910602566484386,"cross sectional",0.705512407086594
"1542",0.745783646716741,"cross sectional",0.786219898418187
"843",0.797015588875715,"survival analysis",0.780589234772747
"943",0.846143459094314,"survival analysis",0.830212438448895
"1043",0.93783260156482,"survival analysis",0.922826039882459
"1143",0.731854014368697,"survival analysis",0.714770666427889
"1243",0.709485225214413,"survival analysis",0.692176343180154
"1343",0.670467102063246,"survival analysis",0.652764818447328
"1443",0.910602566484386,"survival analysis",0.895321457027706
"1543",0.745783646716741,"survival analysis",0.728840744777818
"844",0.890949954176478,"cross sectional",1.01543626116477
"944",0.821695188370714,"cross sectional",0.933680610955672
"1044",0.991154550361349,"cross sectional",1.16351631991087
"1144",1.10312876356002,"cross sectional",1.014256585198
"1244",0.842087947130417,"cross sectional",1.12825452350685
"1344",0.97239491526117,"cross sectional",0.93305034642145
"1444",0.921045274093134,"cross sectional",0.948261604634494
"1544",1.06552010316164,"cross sectional",0.947008913439158
"845",0.890949954176478,"survival analysis",0.914459360102402
"945",0.821695188370714,"survival analysis",0.850236329089333
"1045",0.991154550361349,"survival analysis",1.00738354825838
"1145",1.10312876356002,"survival analysis",1.11122222684249
"1245",0.842087947130417,"survival analysis",0.869147443191425
"1345",0.97239491526117,"survival analysis",0.989986902514003
"1445",0.921045274093134,"survival analysis",0.942368091607992
"1545",1.06552010316164,"survival analysis",1.07634603983899
"846",1.11987325030374,"cross sectional",0.945276930712172
"946",1.05532698972824,"cross sectional",0.847014897895843
"1046",0.739767162229268,"cross sectional",0.759052441968256
"1146",1.0962790188157,"cross sectional",1.0223984740875
"1246",0.80613532852134,"cross sectional",0.943477624929775
"1346",0.911527273577963,"cross sectional",1.0511449932836
"1446",0.948460067015447,"cross sectional",1.08955432099797
"1546",0.890063957543298,"cross sectional",0.8268777696453
"847",1.11987325030374,"survival analysis",1.11382450362366
"947",1.05532698972824,"survival analysis",1.04895570693183
"1047",0.739767162229268,"survival analysis",0.731819034541713
"1147",1.0962790188157,"survival analysis",1.09011237232665
"1247",0.80613532852134,"survival analysis",0.798518840969292
"1347",0.911527273577963,"survival analysis",0.904437427048151
"1447",0.948460067015447,"survival analysis",0.941554772768824
"1547",0.890063957543298,"survival analysis",0.882866859337934
"848",0.877519202970751,"cross sectional",0.814648492371138
"948",0.91755722763121,"cross sectional",0.826154204912552
"1048",0.782946465911845,"cross sectional",0.800374307698796
"1148",0.8196624271007,"cross sectional",0.796356196037624
"1248",0.730196307711075,"cross sectional",0.876378979751025
"1348",0.697524958680505,"cross sectional",0.85858601759224
"1448",0.88292533131391,"cross sectional",0.788336285732641
"1548",0.884687789435251,"cross sectional",0.720029343357066
"849",0.877519202970751,"survival analysis",0.876046057194929
"949",0.91755722763121,"survival analysis",0.913847247427943
"1049",0.782946465911845,"survival analysis",0.786756886344522
"1149",0.8196624271007,"survival analysis",0.821421609323689
"1249",0.730196307711075,"survival analysis",0.736953760893676
"1349",0.697524958680505,"survival analysis",0.706107686684289
"1449",0.88292533131391,"survival analysis",0.881150157301188
"1549",0.884687789435251,"survival analysis",0.882814150849509
"850",0.864312109335267,"cross sectional",1.05591164325402
"950",0.952696099644446,"cross sectional",0.983575638446173
"1050",0.910020891018885,"cross sectional",0.90873368465012
"1150",1.02496313697675,"cross sectional",0.997528566907702
"1250",0.981801305430179,"cross sectional",0.959421763472121
"1350",0.877188498425409,"cross sectional",1.04598447967654
"1450",1.07201576907359,"cross sectional",1.05230309706778
"1550",0.831949000390238,"cross sectional",1.02683732039172
"851",0.864312109335267,"survival analysis",0.851148676602687
"951",0.952696099644446,"survival analysis",0.959588123548361
"1051",0.910020891018885,"survival analysis",0.907229364847166
"1151",1.02496313697675,"survival analysis",1.04825347496895
"1251",0.981801305430179,"survival analysis",0.995297672388646
"1351",0.877188498425409,"survival analysis",0.866946882892172
"1451",1.07201576907359,"survival analysis",1.10598295045507
"1551",0.831949000390238,"survival analysis",0.811441964751762
"852",0.790391251800596,"cross sectional",0.819768478885461
"952",0.961989029235379,"cross sectional",0.937178640054003
"1052",0.842437862695653,"cross sectional",0.946239270112339
"1152",0.757203257483456,"cross sectional",0.846394002137055
"1252",1.08415167426017,"cross sectional",0.860643220551048
"1352",0.88212786443912,"cross sectional",0.835785534669023
"1452",0.984283957854629,"cross sectional",0.769393033679611
"1552",0.741863546821877,"cross sectional",0.823287728667798
"853",0.790391251800596,"survival analysis",0.769338852571524
"953",0.961989029235379,"survival analysis",0.964629778214514
"1053",0.842437862695653,"survival analysis",0.828571734082121
"1153",0.757203257483456,"survival analysis",0.731568467504086
"1253",1.08415167426017,"survival analysis",1.10365987745315
"1353",0.88212786443912,"survival analysis",0.873741883108086
"1453",0.984283957854629,"survival analysis",0.990003051180432
"1553",0.741863546821877,"survival analysis",0.714110745504545
"854",0.75288815442899,"cross sectional",0.761568187423505
"954",0.813141568691604,"cross sectional",0.804409968847541
"1054",1.0850190709859,"cross sectional",0.816620829168459
"1154",0.728721171593005,"cross sectional",0.887597989434142
"1254",0.991434646779532,"cross sectional",0.892964437989003
"1354",1.03583785207483,"cross sectional",0.91592633041496
"1454",1.05919343725676,"cross sectional",0.869743535357338
"1554",0.836190558886001,"cross sectional",0.88291503070257
"855",0.75288815442899,"survival analysis",0.753174589549119
"955",0.813141568691604,"survival analysis",0.815081935464198
"1055",1.0850190709859,"survival analysis",1.09442236433519
"1155",0.728721171593005,"survival analysis",0.728344232888661
"1255",0.991434646779532,"survival analysis",0.99826908584452
"1355",1.03583785207483,"survival analysis",1.04389114101924
"1455",1.05919343725676,"survival analysis",1.06788782749089
"1555",0.836190558886001,"survival analysis",0.838763611040931
"856",0.840146013560742,"cross sectional",1.03553258015308
"956",0.849921513900991,"cross sectional",0.882572809190048
"1056",1.20507943203665,"cross sectional",0.867098202722723
"1156",0.803915695345905,"cross sectional",0.94133532300086
"1256",0.89071835896885,"cross sectional",0.91789251355752
"1356",1.20865940692347,"cross sectional",1.04747951273363
"1456",0.924748390011707,"cross sectional",0.840394312132367
"1556",1.0523899522756,"cross sectional",1.19912028195961
"857",0.840146013560742,"survival analysis",0.845036521729587
"957",0.849921513900991,"survival analysis",0.853978294270559
"1057",1.20507943203665,"survival analysis",1.17884568822055
"1157",0.803915695345905,"survival analysis",0.811896196090171
"1257",0.89071835896885,"survival analysis",0.891295679190904
"1357",1.20865940692347,"survival analysis",1.18212033606733
"1457",0.924748390011707,"survival analysis",0.922423374608657
"1557",1.0523899522756,"survival analysis",1.03917870955951
"858",0.803171855620309,"cross sectional",0.744575888568516
"958",0.840904584537112,"cross sectional",0.725047639161225
"1058",0.706808185512344,"cross sectional",0.766120542155164
"1158",0.978141493776828,"cross sectional",0.831309424391931
"1258",0.903292898777694,"cross sectional",0.806300293336602
"1358",0.72642061110959,"cross sectional",0.811603329349493
"1458",1.01083935912236,"cross sectional",0.823443272921915
"1558",1.00111100074408,"cross sectional",0.782165507231526
"859",0.803171855620309,"survival analysis",0.789792373718128
"959",0.840904584537112,"survival analysis",0.830954243855261
"1059",0.706808185512344,"survival analysis",0.684671196724344
"1159",0.978141493776828,"survival analysis",0.980663210005103
"1259",0.903292898777694,"survival analysis",0.899012392909569
"1359",0.72642061110959,"survival analysis",0.706065994786473
"1459",1.01083935912236,"survival analysis",1.01633264939503
"1559",1.00111100074408,"survival analysis",1.00572018017508
"860",0.756179716986356,"cross sectional",0.790035970252944
"960",0.77106408748388,"cross sectional",0.718054493187248
"1060",0.6159026529061,"cross sectional",0.592545731561961
"1160",0.739752261259901,"cross sectional",0.575843654173059
"1260",0.760417739529166,"cross sectional",0.547597287671752
"1360",0.873764402231912,"cross sectional",0.581173036072094
"1460",0.633773392658389,"cross sectional",0.594266267030172
"1560",0.683856237642131,"cross sectional",0.616160377950201
"861",0.756179716986356,"survival analysis",0.738354712845362
"961",0.77106408748388,"survival analysis",0.756602221258996
"1061",0.6159026529061,"survival analysis",0.566381910403356
"1161",0.739752261259901,"survival analysis",0.718215457602224
"1261",0.760417739529166,"survival analysis",0.743550320682453
"1361",0.873764402231912,"survival analysis",0.882507771497705
"1461",0.633773392658389,"survival analysis",0.588290561094496
"1561",0.683856237642131,"survival analysis",0.649689673362735
"862",1.17507309279136,"cross sectional",0.986761876545746
"962",1.14556729169722,"cross sectional",1.03365519934015
"1062",1.12553139066123,"cross sectional",1.1421028003036
"1162",1.0553568612281,"cross sectional",1.1579098243731
"1262",1.02467636760154,"cross sectional",1.09603931180427
"1362",0.890488375773535,"cross sectional",1.16089313989028
"1462",1.03487472150234,"cross sectional",1.03529600135098
"1562",1.11551823035088,"cross sectional",0.964326327443678
"863",1.17507309279136,"survival analysis",1.19550126598107
"963",1.14556729169722,"survival analysis",1.16416611033926
"1063",1.12553139066123,"survival analysis",1.14288798691588
"1163",1.0553568612281,"survival analysis",1.06836264883532
"1263",1.02467636760154,"survival analysis",1.03577996992791
"1363",0.890488375773535,"survival analysis",0.893272345892298
"1463",1.03487472150234,"survival analysis",1.04661062000084
"1563",1.11551823035088,"survival analysis",1.13225401240388
"864",0.812424152156921,"cross sectional",0.779942144766529
"964",0.708405985152709,"cross sectional",0.834403848228403
"1064",0.715898178841146,"cross sectional",0.827834874241631
"1164",0.900193615046337,"cross sectional",0.95165319306303
"1264",0.682294713122295,"cross sectional",0.868096126825537
"1364",0.743078530063519,"cross sectional",0.92664216722955
"1464",0.917805221274175,"cross sectional",0.792851190434626
"1564",0.797534306370133,"cross sectional",0.711947354809046
"865",0.812424152156921,"survival analysis",0.813363715205915
