"","Z.sim","Estimator.type","Z.est"
"1119",1.02542183239062,"survival analysis",1.02611655487715
"1219",0.856029324716695,"survival analysis",0.854984585609408
"1319",0.760989624527589,"survival analysis",0.758968939608785
"1419",1.13142555073415,"survival analysis",1.13320880658849
"1519",1.07038971699079,"survival analysis",1.0715462067024
"820",0.747580260530483,"cross sectional",0.779350103903447
"920",0.702833245389626,"cross sectional",0.779296920312775
"1020",0.862059901004956,"cross sectional",0.691081579720585
"1120",0.814892052455758,"cross sectional",0.748925011829148
"1220",0.812723469724405,"cross sectional",0.74674581326128
"1320",0.83265588002967,"cross sectional",0.733897562749984
"1420",0.711132624026732,"cross sectional",0.790813158714194
"1520",0.859194998870916,"cross sectional",0.841812990651774
"821",0.747580260530483,"survival analysis",0.751916069243967
"921",0.702833245389626,"survival analysis",0.707709177113581
"1021",0.862059901004956,"survival analysis",0.865013872564477
"1121",0.814892052455758,"survival analysis",0.81841536792069
"1221",0.812723469724405,"survival analysis",0.816272961269007
"1321",0.83265588002967,"survival analysis",0.835964775560748
"1421",0.711132624026732,"survival analysis",0.715908377328497
"1521",0.859194998870916,"survival analysis",0.862183551498257
"822",1.01961992084072,"cross sectional",0.786769758454127
"922",1.07325151594544,"cross sectional",0.796035826778684
"1022",0.729265317465432,"cross sectional",0.869196769946075
"1122",0.945252932305138,"cross sectional",0.916245166995338
"1222",0.991643098238904,"cross sectional",0.909973512674819
"1322",0.932576026272863,"cross sectional",0.938351709059989
"1422",0.925752598967227,"cross sectional",0.884985823468075
"1522",0.839528034577324,"cross sectional",0.791809619149583
"823",1.01961992084072,"survival analysis",1.01206609006073
"923",1.07325151594544,"survival analysis",1.06195623876623
"1023",0.729265317465432,"survival analysis",0.741967199445291
"1123",0.945252932305138,"survival analysis",0.942887090078041
"1223",0.991643098238904,"survival analysis",0.9860409860677
"1323",0.932576026272863,"survival analysis",0.931094550142561
"1423",0.925752598967227,"survival analysis",0.92474713865322
"1523",0.839528034577324,"survival analysis",0.844537770815472
"824",0.784436181425952,"cross sectional",0.744450078491157
"924",0.793908344649259,"cross sectional",0.747086016668253
"1024",0.921381109615862,"cross sectional",0.804727597205044
"1124",0.734646992591719,"cross sectional",0.809713836591205
"1224",0.722316452912767,"cross sectional",0.842831895795616
"1324",0.913807098630827,"cross sectional",0.787252420418814
"1424",0.845771078715925,"cross sectional",0.819961961000235
"1524",0.742525086783365,"cross sectional",0.793401275618143
"825",0.784436181425952,"survival analysis",0.783706712931386
"925",0.793908344649259,"survival analysis",0.794035474406667
"1025",0.921381109615862,"survival analysis",0.933036012393049
"1125",0.734646992591719,"survival analysis",0.729414927265036
"1225",0.722316452912767,"survival analysis",0.715969297137801
"1325",0.913807098630827,"survival analysis",0.924777059181275
"1425",0.845771078715925,"survival analysis",0.850588322684492
"1525",0.742525086783365,"survival analysis",0.738005462907948
"826",0.952530376252615,"cross sectional",0.813868552488736
"926",0.962377702069094,"cross sectional",0.815514708057496
"1026",0.846693878997142,"cross sectional",0.843103116307421
"1126",0.742355503933577,"cross sectional",0.935801469250676
"1226",0.826316648633286,"cross sectional",0.811912047258795
"1326",0.941392600435843,"cross sectional",0.827873067609901
"1426",0.66010924866583,"cross sectional",0.770186936342398
"1526",0.989753269355179,"cross sectional",0.798696569147991
"827",0.952530376252615,"survival analysis",0.948530831053545
"927",0.962377702069094,"survival analysis",0.958394946544922
"1027",0.846693878997142,"survival analysis",0.842513882738121
"1127",0.742355503933577,"survival analysis",0.737997610910567
"1227",0.826316648633286,"survival analysis",0.822101909228816
"1327",0.941392600435843,"survival analysis",0.937374065346671
"1427",0.66010924866583,"survival analysis",0.655611125908042
"1527",0.989753269355179,"survival analysis",0.985817189129808
"828",1.0579219970431,"cross sectional",0.857908157106943
"928",1.0582655436185,"cross sectional",0.87338297028766
"1028",0.927525881896725,"cross sectional",0.915833734298909
"1128",0.960039521997031,"cross sectional",0.923189831005767
"1228",0.776294123105403,"cross sectional",0.986346917745568
"1328",0.708555558430012,"cross sectional",0.967137982573357
"1428",0.735795555544226,"cross sectional",0.84319311894277
"1528",0.939121402139799,"cross sectional",0.761092338159636
"829",1.0579219970431,"survival analysis",1.04728856770298
"929",1.0582655436185,"survival analysis",1.04761104229748
"1029",0.927525881896725,"survival analysis",0.924890507680488
"1129",0.960039521997031,"survival analysis",0.955409871452021
"1229",0.776294123105403,"survival analysis",0.782934791675695
"1329",0.708555558430012,"survival analysis",0.719351080645126
"1429",0.735795555544226,"survival analysis",0.744920268791992
"1529",0.939121402139799,"survival analysis",0.935774798068361
"830",1.07055131145925,"cross sectional",0.786436760059268
"930",0.807916843762837,"cross sectional",0.862669866660961
"1030",0.811232647409763,"cross sectional",0.80869104013375
"1130",0.821101811967917,"cross sectional",0.724370495486078
"1230",1.13884135047559,"cross sectional",0.78162742550223
"1330",0.80521886279489,"cross sectional",0.763403110577034
"1430",1.04969111769095,"cross sectional",0.748399547537744
"1530",1.16866241857233,"cross sectional",0.897665647835089
"831",1.07055131145925,"survival analysis",1.07698525388744
"931",0.807916843762837,"survival analysis",0.80450640544135
"1031",0.811232647409763,"survival analysis",0.80794649602547
"1131",0.821101811967917,"survival analysis",0.818185588470256
"1231",1.13884135047559,"survival analysis",1.14783502221647
"1331",0.80521886279489,"survival analysis",0.801707295508356
"1431",1.04969111769095,"survival analysis",1.05534315326673
"1531",1.16866241857233,"survival analysis",1.17877387942627
"832",1.0482596215408,"cross sectional",1.05018946037733
"932",1.15091685847174,"cross sectional",1.05130729993838
"1032",1.06079226023778,"cross sectional",0.984924144556388
"1132",1.26524607550658,"cross sectional",1.02990850060873
"1232",1.09504090632421,"cross sectional",1.15909610082739
"1332",1.23396197398827,"cross sectional",1.15780401303641
"1432",1.11298311968627,"cross sectional",1.17698831922805
"1532",1.04347583893345,"cross sectional",1.16937502079855
"833",1.0482596215408,"survival analysis",1.04686242518399
"933",1.15091685847174,"survival analysis",1.16209108122348
"1033",1.06079226023778,"survival analysis",1.06092981250957
"1133",1.26524607550658,"survival analysis",1.29042106962786
"1233",1.09504090632421,"survival analysis",1.09937255242441
"1333",1.23396197398827,"survival analysis",1.25530591280961
"1433",1.11298311968627,"survival analysis",1.11951197165965
"1533",1.04347583893345,"survival analysis",1.04149281991203
"834",0.855761724508528,"cross sectional",0.653462588369232
"934",0.807359083381007,"cross sectional",0.746611971070048
"1034",0.839978735317286,"cross sectional",0.71636198432338
"1134",0.806062731137299,"cross sectional",0.758020497795917
"1234",0.870779147495816,"cross sectional",0.81592477650414
"1334",0.896401516478832,"cross sectional",0.817839723173894
"1434",0.771518360012671,"cross sectional",0.81556721885384
"1534",0.914432916982831,"cross sectional",0.809444735797485
"835",0.855761724508528,"survival analysis",0.861604421354009
"935",0.807359083381007,"survival analysis",0.811016660481954
"1035",0.839978735317286,"survival analysis",0.845108914818544
"1135",0.806062731137299,"survival analysis",0.80966178488461
"1235",0.870779147495816,"survival analysis",0.877299800475861
"1335",0.896401516478832,"survival analysis",0.90407888204857
"1435",0.771518360012671,"survival analysis",0.773557920607365
"1535",0.914432916982831,"survival analysis",0.922924303613094
"836",1.06734717510698,"cross sectional",0.92887242009923
"936",1.05721369356575,"cross sectional",0.911183535942431
"1036",0.961951981920185,"cross sectional",0.992980039443935
"1136",0.754055587415576,"cross sectional",0.941246234195062
"1236",0.958962488742184,"cross sectional",0.995295642088306
"1336",0.968840044603199,"cross sectional",0.937589189089226
"1436",0.83780733415282,"cross sectional",0.970317537249581
"1536",0.793110344802079,"cross sectional",0.863164899810332
"837",1.06734717510698,"survival analysis",1.05894790359753
"937",1.05721369356575,"survival analysis",1.04894970344256
"1037",0.961951981920185,"survival analysis",0.954959730079348
"1137",0.754055587415576,"survival analysis",0.749838740289663
"1237",0.958962488742184,"survival analysis",0.952010146460535
"1337",0.968840044603199,"survival analysis",0.961755837528156
"1437",0.83780733415282,"survival analysis",0.832472406103322
"1537",0.793110344802079,"survival analysis",0.788372118947839
"838",0.96070098830483,"cross sectional",0.799046793200444
"938",0.807567951577166,"cross sectional",0.804624215140209
"1038",1.16467177627357,"cross sectional",0.753875886027184
"1138",1.1622219215393,"cross sectional",0.844649616475446
"1238",0.877680565260337,"cross sectional",0.920988394396406
"1338",1.07714955725832,"cross sectional",1.09168419107971
"1438",1.08857440148607,"cross sectional",1.01182455027625
"1538",1.15734694700568,"cross sectional",1.01959899456939
"839",0.96070098830483,"survival analysis",0.960643359692174
"939",0.807567951577166,"survival analysis",0.802435216497466
"1039",1.16467177627357,"survival analysis",1.17137410937283
"1139",1.1622219215393,"survival analysis",1.16884306201109
"1239",0.877680565260337,"survival analysis",0.874871489312126
"1339",1.07714955725832,"survival analysis",1.08095124534181
"1439",1.08857440148607,"survival analysis",1.09275472962049
"1539",1.15734694700568,"survival analysis",1.1638065219831
