"","max.age","nb.of.cohort","n.sample.per.year","random.seed","sampling.type","Optimization.status","NegLL","Nat.Mort.sim","Nat.Mort.est","Nat.Mort.error","Catchability.sim","Catchability.est","Catchability.error","Logistic.par.alpha.sim","Logistic.par.alpha.est","Logistic.par.alpha.error","Logistic.par.beta.sim","Logistic.par.beta.est","Logistic.par.beta.error","FourAndArchiNLL"
"2",16,25,125,240642.145373955,"Strategy 1","successful",1385.26183620294,0.573917308077216,0.593334600706149,0.233118031281871,0.000590933159738779,0.000512486355426884,0.000130858935965226,8.38733374793082,8.18937716333841,0.630392240034452,2.38553224923089,2.33016593069706,0.187857513117069,1419.9638654043
"3",16,25,125,240642.145373955,"Strategy 2","failed",1552.75801086233,0.573917308077216,0.01,0.205806635591957,0.000590933159738779,0.000930878204233752,0.00014569300299707,8.38733374793082,6.47959293144239,0.473514800714928,2.38553224923089,1.77917539965228,0.145251948617836,1463.27167844634
"4",16,25,125,240642.145373955,"Strategy 2 - weighted sample","successful",1374.66562824988,0.573917308077216,0.606679122277622,0.237807228202232,0.000590933159738779,0.000500500921276869,0.000126570848896532,8.38733374793082,8.23591838768744,0.637341503179293,2.38553224923089,2.36747039199971,0.18491235049856,1411.94420322963
