"","max.age","nb.of.cohort","n.sample.per.year","random.seed","sampling.type","Optimization.status","Nat.Mort.sim","Nat.Mort.est","Nat.Mort.error","Catchability.sim","Catchability.est","Catchability.error","Logistic.par.alpha.sim","Logistic.par.alpha.est","Logistic.par.alpha.error","Logistic.par.beta.sim","Logistic.par.beta.est","Logistic.par.beta.error"
"22",8,40,125,279221.425467055,"Strategy 2 - sample weighted by total catch","successful",0.68747163603548,0.651853834696631,0.120555284401752,0.000835343327978626,0.000625446591736892,0.000238606067000623,9.58271377440542,9.12898936002942,0.705797288934947,1.20439634332433,1.19226908769075,0.106665114972414
"23",12,40,125,786351.060172572,"Strategy 1","successful",0.772310085222125,0.840778748703608,0.1079938797389,0.000582833268167451,0.000495851086025128,6.68037597117094e-05,10.9040176812559,11.2755664647719,0.473811623448024,2.01903432747349,2.12047491730426,0.0928889539760676
"24",12,40,125,786351.060172572,"Strategy 2","successful",0.772310085222125,0.384533391038228,0.0998229086812128,0.000582833268167451,0.00105982523061661,0.000120076506888022,10.9040176812559,9.34700287463774,0.398064693099297,2.01903432747349,1.63393995693828,0.0815908781440681
"25",12,40,125,786351.060172572,"Strategy 2 - sample weighted by total catch","successful",0.772310085222125,0.664826264138201,0.110210599072704,0.000582833268167451,0.000707719082534846,8.93032499073058e-05,10.9040176812559,10.4493711129072,0.467398621271494,2.01903432747349,1.90445798503589,0.0936766824029171
"26",16,40,125,970701.146134582,"Strategy 1","successful",0.408442321023904,0.604853634262408,0.151708399504456,0.000519003092101775,0.000417067078253914,5.81997629136232e-05,10.7025976320729,11.2773818581811,0.498722016561005,2.57359002996236,2.71627867214672,0.115943796800334
"27",16,40,125,970701.146134582,"Strategy 2","successful",0.408442321023904,0.988412511702163,0.149970326513952,0.000519003092101775,0.000324601821851704,5.90775600660165e-05,10.7025976320729,12.1810411954062,0.549463887386278,2.57359002996236,2.84588998178782,0.123516913046717
"28",16,40,125,970701.146134582,"Strategy 2 - sample weighted by total catch","successful",0.408442321023904,0.612111256263536,0.145582580398381,0.000519003092101775,0.000409733223810448,5.65198398872291e-05,10.7025976320729,11.1786774604866,0.475061351110336,2.57359002996236,2.71449992278719,0.112235413151057
"29",8,20,125,974422.471563974,"Strategy 1","failed",0.116265295818448,0.606867287874516,51.8942140272364,0.000365385886002332,5.00129464633453e-06,0.0151905136610096,10.4055786821991,19.9988651268533,395.140496384486,1.64045109599829,1.01930761785744,51.894172094049
"30",8,20,125,974422.471563974,"Strategy 2","successful",0.116265295818448,0.442562004370307,0.151900898002447,0.000365385886002332,0.000202882381595792,6.70756460709223e-05,10.4055786821991,11.3907654403403,0.784948339160557,1.64045109599829,1.83724623000315,0.131251412424437
"31",8,20,125,974422.471563974,"Strategy 2 - sample weighted by total catch","failed",0.116265295818448,0.612755122631304,47.4074765248078,0.000365385886002332,5.00129922090752e-06,0.0143215203762737,10.4055786821991,19.9988539049504,360.725592828526,1.64045109599829,1.01995626165311,47.4074377634991
"32",12,20,125,185707.136375065,"Strategy 1","successful",0.271335011837073,0.325741567883282,0.186900150014819,0.000387079767161049,0.000368129199653934,7.31175683249123e-05,11.0500881476328,10.9735710029693,0.799212849995204,2.15631312970072,2.11790879279855,0.153572829651559
"33",12,20,125,185707.136375065,"Strategy 2","successful",0.271335011837073,0.4127118347527,0.189953459676736,0.000387079767161049,0.00036272225841778,7.56339274144432e-05,11.0500881476328,11.7680480882471,0.841813361595916,2.15631312970072,2.2152544372025,0.158532353556435
"34",12,20,125,185707.136375065,"Strategy 2 - sample weighted by total catch","successful",0.271335011837073,0.130044138243535,0.175010315150911,0.000387079767161049,0.000400572706142603,7.02927955569246e-05,11.0500881476328,10.5473614887445,0.744552675332834,2.15631312970072,2.07081798381809,0.151601785074647
"35",16,20,125,55302.7061857374,"Strategy 1","successful",0.260232721129432,0.0710772410720862,0.733186500341205,0.00065474335020408,0.000779124658169372,0.000280315229572033,8.41749897133559,8.21647007712925,1.42478622005117,2.79001496499404,2.71284812029647,0.45268775388093
"36",16,20,125,55302.7061857374,"Strategy 2","failed",0.260232721129432,0.01,0.93005206217335,0.00065474335020408,0.000689320682657203,0.000300789402062863,8.41749897133559,8.19828801225674,1.9053015376763,2.79001496499404,2.69042551884201,0.560760232687778
"37",16,20,125,55302.7061857374,"Strategy 2 - sample weighted by total catch","failed",0.260232721129432,0.01,0.719726566157637,0.00065474335020408,0.000848014332945378,0.000287607723730518,8.41749897133559,8.11343737863172,1.38223373277787,2.79001496499404,2.64956342409761,0.438035683796476
"38",8,30,125,175878.920959454,"Strategy 1","successful",0.3385423788568,0.146412156326652,0.153947597872976,0.000548202605778351,0.00066551188343595,7.34342907502155e-05,11.6667198939249,10.6472954688102,0.536512436306789,2.63207915332168,2.37830341715309,0.125500359846706
"39",8,30,125,175878.920959454,"Strategy 2","successful",0.3385423788568,0.779361793576875,0.138026852814959,0.000548202605778351,0.000360552697169948,5.71551584350902e-05,11.6667198939249,13.4703546419352,0.566874012429327,2.63207915332168,3.06811158812574,0.132227853287274
"40",8,30,125,175878.920959454,"Strategy 2 - sample weighted by total catch","successful",0.3385423788568,0.296111546219693,0.149540209718952,0.000548202605778351,0.000532802979538761,6.44859549139192e-05,11.6667198939249,11.768378445883,0.560901076478806,2.63207915332168,2.6869567385685,0.132539832655931
"41",12,30,125,748735.036741914,"Strategy 1","successful",0.126996142673306,0.150988334778555,0.0944390883102981,0.000541211993666366,0.000547163304926727,6.29360254418148e-05,8.59016284625977,8.81862964047225,0.437248937430456,1.40969052584842,1.42931721634347,0.080321994450275
"42",12,30,125,748735.036741914,"Strategy 2","successful",0.126996142673306,0.461279389230223,0.0942779704788761,0.000541211993666366,0.000407352304639341,5.10753472038518e-05,8.59016284625977,10.1746927183795,0.476839609992656,1.40969052584842,1.66488556080278,0.0837463798821506
"43",12,30,125,748735.036741914,"Strategy 2 - sample weighted by total catch","successful",0.126996142673306,0.217623514644092,0.0930225222275333,0.000541211993666366,0.000467538135297447,5.37720157066773e-05,8.59016284625977,8.90939521433699,0.437983724887361,1.40969052584842,1.47765612228505,0.080133647567094
"44",16,30,125,330982.029767049,"Strategy 1","successful",0.748881306126714,0.811906926631601,0.216077754744486,0.00059850367680192,0.000588445989774095,0.000133765659884018,10.5837096432224,11.1076455644145,0.826856338941975,2.19290605699643,2.30609057301646,0.187000021326066
"45",16,30,125,330982.029767049,"Strategy 2","successful",0.748881306126714,0.6575268959736,0.186815478155778,0.00059850367680192,0.000794206445373935,0.000146506249359937,10.5837096432224,10.0387045087436,0.68602671599984,2.19290605699643,2.03365072498171,0.155826255270864
"46",16,30,125,330982.029767049,"Strategy 2 - sample weighted by total catch","failed",0.748881306126714,1,0.221904667362297,0.00059850367680192,0.000579796400251217,0.000144206211960253,10.5837096432224,11.530067864277,0.867860417868314,2.19290605699643,2.35421259797353,0.192879605066406
"47",8,40,125,24699.3081850847,"Strategy 1","successful",0.585441430145875,0.665273117571389,0.174712976025746,0.000865723616350442,0.000724186378495817,0.000479516357448378,9.8784336745739,10.3298913569702,1.25109308156009,1.16772021446377,1.23783391811121,0.156565328442382
"48",8,40,125,24699.3081850847,"Strategy 2","failed",0.585441430145875,0.810585858618083,0.169613012170575,0.000865723616350442,0.0015,0.000455191322064529,9.8784336745739,11.9302847823537,1.22038814966574,1.16772021446377,1.38690925084797,0.152513111077654
"49",8,40,125,24699.3081850847,"Strategy 2 - sample weighted by total catch","successful",0.585441430145875,0.936690781785479,0.206916177383838,0.000865723616350442,0.00122623422289686,0.000900258364710696,9.8784336745739,12.5544447540268,1.50179044543055,1.16772021446377,1.48750354463381,0.190741391836726
"50",12,40,125,500019.124803053,"Strategy 1","successful",0.310584354377352,0.205740088459408,0.0914616009292745,0.000539911097893491,0.000620759571565908,4.63356688518813e-05,9.18867458589375,9.08653491533594,0.254559570937341,2.92596853524446,2.86510662992768,0.0873509465561623
"51",12,40,125,500019.124803053,"Strategy 2","successful",0.310584354377352,0.423130550317123,0.093786960073867,0.000539911097893491,0.000546193833207203,4.38413404928995e-05,9.18867458589375,9.44165324171929,0.268413428045945,2.92596853524446,2.95286876384187,0.0885933561813863
"52",12,40,125,500019.124803053,"Strategy 2 - sample weighted by total catch","successful",0.310584354377352,0.369317898489987,0.0963828259136462,0.000539911097893491,0.000544858418472065,4.44807301219232e-05,9.18867458589375,9.81620002797568,0.272371894414052,2.92596853524446,3.11632769955006,0.0910854334746403
"53",16,40,125,277901.690311666,"Strategy 1","successful",0.593798053683713,0.272638362520297,0.173846555647904,0.000897494392539375,0.00116556544148857,0.000155077930107832,10.2438094178215,9.30552548681664,0.459146209797664,2.80265791667625,2.45991787978382,0.150634990797431
"54",16,40,125,277901.690311666,"Strategy 2","successful",0.593798053683713,0.530704618676933,0.170339501147499,0.000897494392539375,0.0010129638408201,0.000125288805411612,10.2438094178215,10.0729781308678,0.476622048076034,2.80265791667625,2.69772023120561,0.148504875528344
"55",16,40,125,277901.690311666,"Strategy 2 - sample weighted by total catch","successful",0.593798053683713,0.396303948659486,0.170460793913935,0.000897494392539375,0.00103988667783945,0.000124184552182302,10.2438094178215,9.65883658594268,0.462345240570811,2.80265791667625,2.61406903874696,0.146265918775993
"56",8,20,125,382160.219737399,"Strategy 1","successful",0.589967747568153,0.819357939417692,0.259162034990724,0.00084284019372426,0.000617413491075726,0.000149676885400905,10.4740456612781,11.3833338669001,0.982912955428926,2.12190503580496,2.37381931830093,0.218221213849062
"57",8,20,125,382160.219737399,"Strategy 2","failed",0.589967747568153,0.01,0.22992124237413,0.00084284019372426,0.000970484334709569,0.000150636208485412,10.4740456612781,8.68597375091619,0.712951456185542,2.12190503580496,1.83046600949034,0.162612124203522
"58",8,20,125,382160.219737399,"Strategy 2 - sample weighted by total catch","successful",0.589967747568153,0.515640802071753,0.261781233691186,0.00084284019372426,0.00080141286949188,0.000158255918141529,10.4740456612781,10.5610621913425,0.926846986358388,2.12190503580496,2.19390508508217,0.203556395786923
"59",12,20,125,98218.6689798716,"Strategy 1","successful",0.617802007845603,0.414253594088361,0.361346914569052,0.000596878484776244,0.000812258240930469,0.000286023725757337,8.34804254677147,7.67630061357805,1.19823084872288,1.73602893482894,1.53376663257953,0.27521315263674
"60",12,20,125,98218.6689798716,"Strategy 2","successful",0.617802007845603,0.0776411367072587,0.302742247745056,0.000596878484776244,0.00098961357997223,0.00024208419328614,8.34804254677147,7.13070745754197,0.919917562283925,1.73602893482894,1.4445355663706,0.210027659700792
"61",12,20,125,98218.6689798716,"Strategy 2 - sample weighted by total catch","successful",0.617802007845603,0.534823942403668,0.338211892217954,0.000596878484776244,0.000651329278879979,0.000215479866470144,8.34804254677147,8.02937024203542,1.13684568682598,1.73602893482894,1.69536168932931,0.259822683136949
"62",16,20,125,616970.352852124,"Strategy 1","failed",0.193493409943767,0.01,0.70046796514483,0.000800101644871756,0.000697067025848414,0.000490549951778325,9.50276427622885,9.29631535125876,3.83346420818074,1.11658402951434,1.12048481499781,0.533516794624414
"63",16,20,125,616970.352852124,"Strategy 2","failed",0.193493409943767,1,0.852017984432707,0.000800101644871756,0.000426390767707617,0.000440818902538067,9.50276427622885,15.4470655030531,6.22147327681936,1.11658402951434,1.82363297664519,0.79843636060866
"64",16,20,125,616970.352852124,"Strategy 2 - sample weighted by total catch","failed",0.193493409943767,1,0.586122064328726,0.000800101644871756,0.000461404139230007,0.000305924862362605,9.50276427622885,14.8008878760643,4.14066354633348,1.11658402951434,1.78589165128037,0.538302319595181
"65",8,30,125,246363.481936845,"Strategy 1","successful",0.774024781445041,0.742856479051524,0.157508184649542,0.000636876085097902,0.000699514474851729,0.000100825505444863,8.85175079852343,8.75256782546936,0.448780391291952,2.44151725573465,2.40247271073039,0.134773097922923
"66",8,30,125,246363.481936845,"Strategy 2","successful",0.774024781445041,0.463978856111519,0.138779776708565,0.000636876085097902,0.000972847982448276,0.000123670952567757,8.85175079852343,7.96104210734172,0.373082230000654,2.44151725573465,2.1053939458427,0.117287033076594
"67",8,30,125,246363.481936845,"Strategy 2 - sample weighted by total catch","successful",0.774024781445041,0.66335204520176,0.15335860237522,0.000636876085097902,0.000709494388183903,9.94262165072835e-05,8.85175079852343,8.44843321176299,0.433678352248248,2.44151725573465,2.29664408608593,0.129795778419892
"68",12,30,125,949499.969346495,"Strategy 1","successful",0.546567614958622,0.651633062547209,0.174259407644494,0.000412671831157059,0.000390504930207971,7.75009969393721e-05,9.45728303398937,10.1288103670241,0.655650935812215,1.98985978215933,2.13424352041723,0.149721175991055
"69",12,30,125,949499.969346495,"Strategy 2","failed",0.546567614958622,1,0.156467398783378,0.000412671831157059,0.000243195285764059,6.33691360561879e-05,9.45728303398937,11.271647389434,0.622283003876797,1.98985978215933,2.41400800802054,0.140582276483617
"70",12,30,125,949499.969346495,"Strategy 2 - sample weighted by total catch","successful",0.546567614958622,0.712283415716623,0.163703773063114,0.000412671831157059,0.000322364512565722,6.65777679325135e-05,9.45728303398937,10.3870260887097,0.625232320930461,1.98985978215933,2.23094409294259,0.143179163276694
"71",16,30,125,329230.2840708,"Strategy 1","successful",0.203366195806302,0.360355423183332,0.166356130144321,0.000895987945375964,0.000806825319052236,0.000135998748449816,10.7354448540136,11.7037882759201,0.896127292409672,1.39493101323023,1.53586141417364,0.129017521356107
"72",16,30,125,329230.2840708,"Strategy 2","failed",0.203366195806302,0.179700747251272,0.145864777602069,0.000895987945375964,0.0015,0.000363297290753191,10.7354448540136,11.0827279257019,0.740289872807748,1.39493101323023,1.35307975817903,0.117292013116956
"73",16,30,125,329230.2840708,"Strategy 2 - sample weighted by total catch","successful",0.203366195806302,0.0178928889168803,0.163257407369537,0.000895987945375964,0.00148064892140058,0.000379951674977335,10.7354448540136,10.0769270869313,0.753883683989642,1.39493101323023,1.2440688946251,0.125709677685996
"74",8,40,125,512674.252747148,"Strategy 1","successful",0.381509789358825,0.408527538905538,0.127733847067715,0.000470253923116252,0.000400476372432776,0.000105470905504256,8.25258618127555,8.13019192463263,0.617390247033023,1.22996308794245,1.21726919243246,0.105524293796342
"75",8,40,125,512674.252747148,"Strategy 2","failed",0.381509789358825,0.171850359061312,0.12426579316712,0.000470253923116252,0.00124971103571038,0.000479886723834893,8.25258618127555,7.68250765653288,0.478131815301914,1.22996308794245,1,0.101293171476959
"76",8,40,125,512674.252747148,"Strategy 2 - sample weighted by total catch","successful",0.381509789358825,0.422818996886512,0.125844359093532,0.000470253923116252,0.000503027316173862,0.000124756888101991,8.25258618127555,8.46060787476489,0.591536092974731,1.22996308794245,1.2585056160412,0.106083624890368
"77",12,40,125,888475.248821927,"Strategy 1","successful",0.506411461066455,0.699159435425581,0.18384474587239,0.000567467763926834,0.000548549927721882,7.45675865074221e-05,8.08520164526999,8.34935772245081,0.400916296769577,2.78503333264962,2.7930941187575,0.134100706312376
"78",12,40,125,888475.248821927,"Strategy 2","failed",0.506411461066455,1,0.164127896507263,0.000567467763926834,0.000378206361891048,6.55910825274824e-05,8.08520164526999,8.96099949065896,0.380386021987546,2.78503333264962,3.10880131621885,0.139568669270834
"79",12,40,125,888475.248821927,"Strategy 2 - sample weighted by total catch","successful",0.506411461066455,0.515901774151232,0.180256784850427,0.000567467763926834,0.000576848379505577,7.21776588579175e-05,8.08520164526999,7.96460611640204,0.376722883972207,2.78503333264962,2.73347313942289,0.131942430218319
"80",16,40,125,716027.380352452,"Strategy 1","successful",0.75211006840691,0.359842024236204,0.203499224074067,0.000939624888077378,0.0010554286726992,0.000138559652003804,9.60479590017349,8.4626445747832,0.477076669768465,2.753311263863,2.43533797679281,0.151954527405499
"81",16,40,125,716027.380352452,"Strategy 2","successful",0.75211006840691,0.487423461032408,0.209659554052472,0.000939624888077378,0.00121845735349027,0.000183791865024153,9.60479590017349,8.61961142201804,0.512730726198079,2.753311263863,2.3669541103962,0.165343660952799
"82",16,40,125,716027.380352452,"Strategy 2 - sample weighted by total catch","successful",0.75211006840691,0.743539237689461,0.224606345847611,0.000939624888077378,0.000892929662601759,0.000131674791105186,9.60479590017349,9.28761847349089,0.573394950114096,2.753311263863,2.67284551950489,0.175107285049388
"83",8,20,125,828221.116630692,"Strategy 1","failed",0.53792528428603,0.999700279538987,0.230521091884598,0.000577115271613002,0.000444332860659222,0.000188834443752346,9.92274773027748,12.5006580138316,1.29732256417826,1.50865540560335,1.87830275306286,0.210079225707086
"84",8,20,125,828221.116630692,"Strategy 2","successful",0.53792528428603,0.713545898144885,0.162735429103258,0.000577115271613002,0.000415694970288806,0.000158966378816777,9.92274773027748,10.7888168237713,0.887183094510385,1.50865540560335,1.64958907587552,0.144526583875493
"85",8,20,125,828221.116630692,"Strategy 2 - sample weighted by total catch","successful",0.53792528428603,0.244848618770784,0.20028023652109,0.000577115271613002,0.000661867686984256,0.000210086392762995,9.92274773027748,8.51700161510297,0.93500587046994,1.50865540560335,1.30833236790587,0.163512214725125
"86",12,20,125,806643.338515742,"Strategy 1","successful",0.768647311162204,0.99453839468146,0.199078607479914,0.000403467140160501,0.000382391136818751,0.000107674913289316,8.73839936032891,9.50933055900924,0.663770311541085,2.67734911385924,2.78175823146786,0.196022847778065
"87",12,20,125,806643.338515742,"Strategy 2","failed",0.768647311162204,1,0.17885661829761,0.000403467140160501,0.000418258981325205,0.000100104984815973,8.73839936032891,10.1892889266966,0.610065862563642,2.67734911385924,3.07648749982294,0.185785203417699
"88",12,20,125,806643.338515742,"Strategy 2 - sample weighted by total catch","successful",0.768647311162204,0.827328685153548,0.191317575389318,0.000403467140160501,0.000457849758264538,0.000107393685587229,8.73839936032891,9.09490929423195,0.625798610602394,2.67734911385924,2.71014073388499,0.190654706095525
"89",16,20,125,335083.143971629,"Strategy 1","successful",0.138670278247446,0.680611795870519,0.562976151589832,0.000852815607213415,0.000728357065798405,0.000407719494237373,11.1258574016392,14.0045175606585,3.26004883879794,1.47896936209872,1.83535742285845,0.476630519367773
"90",16,20,125,335083.143971629,"Strategy 2","failed",0.138670278247446,1,0.51791781445794,0.000852815607213415,0.000365601950321823,0.000211056124985302,11.1258574016392,16.2810675868565,3.09495800908177,1.47896936209872,2.25021647018724,0.435389805854516
"91",16,20,125,335083.143971629,"Strategy 2 - sample weighted by total catch","successful",0.138670278247446,0.520253976968589,0.56785519437762,0.000852815607213415,0.000634129612442209,0.000304841288753175,11.1258574016392,13.0079341888793,3.10404479089385,1.47896936209872,1.7662969500925,0.450263583400894
"92",8,30,125,221089.63676679,"Strategy 1","successful",0.759210833813995,0.565811645014592,0.13247646262506,0.000499985969881527,0.000612719091120167,7.70636332536401e-05,9.55125564802438,8.91755813829475,0.403098490692736,2.6275678332895,2.43845566648324,0.120250553241617
"93",8,30,125,221089.63676679,"Strategy 2","successful",0.759210833813995,0.885571765226002,0.124997285854758,0.000499985969881527,0.000416007987137464,6.9691091305745e-05,9.55125564802438,9.80996695357943,0.413311062293941,2.6275678332895,2.69679677481439,0.124775762088211
"94",8,30,125,221089.63676679,"Strategy 2 - sample weighted by total catch","successful",0.759210833813995,0.514619483890265,0.13870007658087,0.000499985969881527,0.000671345505796152,8.81144888912948e-05,9.55125564802438,8.84461154931772,0.417625630544473,2.6275678332895,2.38123494633912,0.12649340353883
"95",12,30,125,889115.773198335,"Strategy 1","successful",0.133874044148251,0.558899102967588,0.283466774698068,0.000868279915046878,0.000668840955449911,0.000140395460346269,9.94418346695602,11.5906599663067,1.02491052169913,2.10378922754899,2.46823322984601,0.235303293844046
"96",12,30,125,889115.773198335,"Strategy 2","successful",0.133874044148251,0.347321527541949,0.245039672576428,0.000868279915046878,0.00065503338650016,0.000116856590625586,9.94418346695602,10.8027020167145,0.861217251155675,2.10378922754899,2.35855892351112,0.202569068376163
"97",12,30,125,889115.773198335,"Strategy 2 - sample weighted by total catch","successful",0.133874044148251,0.302455908908891,0.268354669203017,0.000868279915046878,0.000676726014917055,0.000124538158245801,9.94418346695602,10.7168819206532,0.918319509091613,2.10378922754899,2.34923722355743,0.214440843525316
"98",16,30,125,622133.637295406,"Strategy 1","successful",0.191979776276276,0.255897727599316,0.168587531639692,0.000683404614706524,0.000633588293226885,7.90738242337077e-05,10.4602380478755,10.9442858550016,0.630900973300191,2.24876441154629,2.38325143872259,0.144947408779751
"99",16,30,125,622133.637295406,"Strategy 2","failed",0.191979776276276,1,0.157572455156178,0.000683404614706524,0.000271371169540033,6.43485227661257e-05,10.4602380478755,13.5731571523679,0.704118322163566,2.24876441154629,2.98841441555763,0.16307255892339
"100",16,30,125,622133.637295406,"Strategy 2 - sample weighted by total catch","successful",0.191979776276276,0.341767524141775,0.169574048349721,0.000683404614706524,0.000545304609198997,7.89462241943072e-05,10.4602380478755,11.0278226840151,0.673186449981752,2.24876441154629,2.41170968683049,0.158817157840074
"101",8,40,125,780360.719269251,"Strategy 1","failed",0.219849522341974,0.516096897391683,35.3225105689679,0.000678267657780089,5.00087174971139e-06,0.00997430574766187,10.388296354562,19.9991010398989,270.164869378101,1.38307215459645,1.01607922321234,35.3224857381703
"102",8,40,125,780360.719269251,"Strategy 2","failed",0.219849522341974,0.480493568249591,29.6266558914117,0.000678267657780089,5.00079950873726e-06,0.00882527498424914,10.388296354562,19.9991622786058,228.695164658276,1.38307215459645,1.01250716280086,29.6266343741713
"103",8,40,125,780360.719269251,"Strategy 2 - sample weighted by total catch","failed",0.219849522341974,0.508919775315978,34.0729878063589,0.000678267657780089,5.00082849851309e-06,0.00954478378385684,10.388296354562,19.9991321963305,261.388170915118,1.38307215459645,1.01559228556302,34.0729633966411
"104",12,40,125,695881.39913528,"Strategy 1","successful",0.106315773562528,0.314010478856621,0.109235718151207,0.000488429507077672,0.000390351795038761,5.30781949886765e-05,8.72741154301912,9.90243673006999,0.566616526912849,1.27567730192095,1.45068180563729,0.0870592069735866
"105",12,40,125,695881.39913528,"Strategy 2","successful",0.106315773562528,0.112304243121662,0.0948197900443755,0.000488429507077672,0.000488488170521091,5.35059624970247e-05,8.72741154301912,9.00974518373396,0.467231777385708,1.27567730192095,1.31981546517793,0.0746486485877348
"106",12,40,125,695881.39913528,"Strategy 2 - sample weighted by total catch","successful",0.106315773562528,0.23175535929757,0.106858315930589,0.000488429507077672,0.000432606347225957,5.3230451736448e-05,8.72741154301912,9.5424960282827,0.534820463276759,1.27567730192095,1.41755973650642,0.0839105149599871
